Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Talking About This (Post) by action type - comment,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - share,Lifetime Post Stories by action type - comment,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - share,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post consumers by type - link clicks,Lifetime Post consumers by type - other clicks,Lifetime Post consumers by type - photo view,Lifetime Post consumers by type - video play,Lifetime Post Consumptions by type - link clicks,Lifetime Post Consumptions by type - other clicks,Lifetime Post Consumptions by type - photo view,Lifetime Post Consumptions by type - video play,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Negative feedback - hide_all_clicks,Lifetime Negative feedback - hide_clicks,Lifetime Negative feedback - unlike_page_clicks,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - unlike_page_clicks,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Average time video viewed,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Video length,Lifetime Percentage of viewers at each interval (video post) - 0,Lifetime Percentage of viewers at each interval (video post) - 1,Lifetime Percentage of viewers at each interval (video post) - 2,Lifetime Percentage of viewers at each interval (video post) - 3,Lifetime Percentage of viewers at each interval (video post) - 4,Lifetime Percentage of viewers at each interval (video post) - 5,Lifetime Percentage of viewers at each interval (video post) - 6,Lifetime Percentage of viewers at each interval (video post) - 7,Lifetime Percentage of viewers at each interval (video post) - 8,Lifetime Percentage of viewers at each interval (video post) - 9,Lifetime Percentage of viewers at each interval (video post) - 10,Lifetime Percentage of viewers at each interval (video post) - 11,Lifetime Percentage of viewers at each interval (video post) - 12,Lifetime Percentage of viewers at each interval (video post) - 13,Lifetime Percentage of viewers at each interval (video post) - 14,Lifetime Percentage of viewers at each interval (video post) - 15,Lifetime Percentage of viewers at each interval (video post) - 16,Lifetime Percentage of viewers at each interval (video post) - 17,Lifetime Percentage of viewers at each interval (video post) - 18,Lifetime Percentage of viewers at each interval (video post) - 19,Lifetime Percentage of viewers at each interval (video post) - 20,Lifetime Percentage of viewers at each interval (video post) - 21,Lifetime Percentage of viewers at each interval (video post) - 22,Lifetime Percentage of viewers at each interval (video post) - 23,Lifetime Percentage of viewers at each interval (video post) - 24,Lifetime Percentage of viewers at each interval (video post) - 25,Lifetime Percentage of viewers at each interval (video post) - 26,Lifetime Percentage of viewers at each interval (video post) - 27,Lifetime Percentage of viewers at each interval (video post) - 28,Lifetime Percentage of viewers at each interval (video post) - 29,Lifetime Percentage of viewers at each interval (video post) - 30,Lifetime Percentage of viewers at each interval (video post) - 31,Lifetime Percentage of viewers at each interval (video post) - 32,Lifetime Percentage of viewers at each interval (video post) - 33,Lifetime Percentage of viewers at each interval (video post) - 34,Lifetime Percentage of viewers at each interval (video post) - 35,Lifetime Percentage of viewers at each interval (video post) - 36,Lifetime Percentage of viewers at each interval (video post) - 37,Lifetime Percentage of viewers at each interval (video post) - 38,Lifetime Percentage of viewers at each interval (video post) - 39,Lifetime Percentage of viewers at each interval (video post) - 40,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views
138832254624_10154977865444625,https://www.facebook.com/ColumbiaMissourian/posts/10154977865444625,"On Friday, MU students celebrated Songkran, the Thai New Year water festival, with Thai cuisine and water fights. In Thai culture, splashing water symbolizes washing out the misfortune and bringing luck for the new year. http://bit.ly/1roBqec",Status,,,4/29/16 18:25, ,78,78,0,135,135,0,2,,,,,,,2,2,,2,,,,2,,,1,1,,1,,,1,,122,67,0,0,2,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154977689249625,https://www.facebook.com/ColumbiaMissourian/posts/10154977689249625,"This week in Columbia, approximately 401 schools were represented at the 65th Annual MSHSAA Music Festival. http://bit.ly/1QFBQBx",Link,,,4/29/16 16:20, ,344,344,0,1320,1320,0,14,,4,,,4,,12,15,3,10,,,3,12,,,0,0,,,,,,,1312,336,0,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154977492439625,https://www.facebook.com/ColumbiaMissourian/posts/10154977492439625,Are you going to the Mizzou baseball games? Are you running in the triathlon? Here are 10 things you can do in Columbia this weekend. Which ones sound interesting to you? http://bit.ly/26BFuIb,Link,,,4/29/16 14:15, ,97,97,0,153,153,0,3,,,,,,,3,4,3,1,,,3,1,,,0,0,,,,,,,144,89,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154977343379625,https://www.facebook.com/ColumbiaMissourian/posts/10154977343379625,"For the past 5 years, the Float Your Boat for the Food Bank event has pushed the boundaries of cardboard boat racing. Michael Yetman from the Food Bank guarantees you'll get wet and have a good time, and you'll do so for a good cause. http://bit.ly/1QFvAtv",Link,,,4/29/16 13:10, ,175,175,0,261,261,0,3,,,,,,,3,4,3,1,,,3,1,,,0,0,,,,,,,251,167,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154977243619625,https://www.facebook.com/ColumbiaMissourian/posts/10154977243619625,"Attorneys are pushing for a permanent injunction in Missouri that would bar the state from revoking Planned Parenthood's license to perform abortions. Currently, Columbia's clinic does not have a physician who can legally perform abortions. The clinic has until June 30 to obtain hospital privileges or a new physician. http://bit.ly/1rnJhsr",Link,,,4/29/16 12:14, ,340,340,0,484,484,0,7,,,,,,,7,9,4,4,,,4,5,,,1,1,,1,,,1,,468,328,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154977152264625,https://www.facebook.com/ColumbiaMissourian/posts/10154977152264625,"&quot;I’ll love you forever, I’ll like you always…” Is there a certain saying from your mother or maternal figure that has stayed with you? We want to know! Share it with us through the link below.",Link,,,4/29/16 11:36, ,175,175,0,266,266,0,7,,1,,,1,,6,10,5,3,,,6,4,,,0,0,,,,,,,253,163,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154976959834625,https://www.facebook.com/ColumbiaMissourian/posts/10154976959834625,"Doug Crews spent 36 years at the Missouri Press Association, 25 as its executive director. In recognition of his retirement, Mizzou documentary filmmaker Derek Poole captured his last week at the MPA. Click the link below to watch the film.",Link,,,4/29/16 10:13, ,2917,2917,0,5142,5142,0,113,4,40,4,5,42,4,90,126,30,72,,,36,90,,,1,1,1,,,1,,,3716,2022,0,0,63,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154976725494625,https://www.facebook.com/ColumbiaMissourian/posts/10154976725494625,"Missouri center Evan Boehm didn't have the senior year he envisioned. But with a hectic final season behind him, Boehm is projected to be slelected in the NFL Draft between rounds 2-6. http://bit.ly/1NYDD4N",Link,,,4/29/16 8:01, ,980,980,0,1643,1643,0,7,,1,,,1,,7,8,3,4,,,4,4,,,0,0,,,,,,,1628,971,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154976468154625,https://www.facebook.com/ColumbiaMissourian/posts/10154976468154625:0,"Today's front page features Quilts of Valor, a plaque for James T. Scott and a Planned Parenthood abortion license hearing. Our e-edition: http://bit.ly/1SUvYvO",Photo,,,4/29/16 6:00, ,1476,1476,0,3758,3758,0,4,,,,,,,4,11,1,1,4,,1,3,7,,0,0,,,,,,,3739,1460,0,0,3,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154976277994625,https://www.facebook.com/ColumbiaMissourian/posts/10154976277994625,The ESPN documentary &quot;Norm&quot; offers a glimpse into the off-court life of a coach who patrolled the sidelines at Missouri for more than 30 years. &quot;Norm&quot; makes its public debut at noon Friday at a Mizzou Arena viewing party. http://bit.ly/1rmlGsg,Link,,,4/29/16 4:16, ,164,164,0,229,229,0,1,,,,,,,1,1,1,,,,1,,,,0,0,,,,,,,214,150,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154975568234625,https://www.facebook.com/ColumbiaMissourian/posts/10154975568234625,Paris Logan has always been an underdog. He overcame a rough upbringing before playing two years of football for Rock Bridge and later playing for Northern Illinois. He now has a chance to be drafted in this weekend's NFL Draft. http://bit.ly/1NYBXbm,Link,,,4/28/16 20:09, ,1550,1550,0,2590,2590,0,44,,4,1,,4,1,44,62,29,22,,,30,32,,,1,1,,1,,,1,,2312,1357,0,0,36,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154975397124625,https://www.facebook.com/ColumbiaMissourian/posts/10154975397124625,Planned Parenthood's attorney said during a Thursday hearing that the Department of Health caved to political pressure when it revoked the Columbia clinic's abortion license. Thursday's hearing is the latest development in a five-month-long legal fight between Planned Parenthood and the state. http://bit.ly/1N4yq0k,Link,,,4/28/16 18:25, ,1297,1297,0,2067,2067,0,23,,5,2,,5,2,19,22,10,10,,,11,11,,,0,0,,,,,,,1904,1157,0,0,23,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154975207089625,https://www.facebook.com/ColumbiaMissourian/posts/10154975207089625,"The Missouri International Student Council will organize the Songkran Festival, a Thai New Year celebration, on campus tomorrow. &quot;Songkran comes from a Sanskrit word that means transformation or change,&quot; said Kristy Lai, the director of publicity for the council.",Link,,,4/28/16 16:04, ,168,168,0,241,241,0,2,,,,,,,2,2,,2,,,,2,,,0,0,,,,,,,215,144,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154975007914625,https://www.facebook.com/ColumbiaMissourian/posts/10154975007914625,"Members from The Association of Black Graduate and Professional Students are creating a ceremony to remember James T. Scott, who was lynched in 1923 in Columbia.",Link,,,4/28/16 14:04, ,3054,3054,0,4878,4878,0,100,,28,4,,28,4,83,102,60,29,,,62,40,,,0,0,,,,,,,3858,2237,0,0,81,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154974922439625,https://www.facebook.com/ColumbiaMissourian/posts/10154974922439625,"Local columnist George Kennedy says there are a lot of concerns related to the increasing apartment complexes around downtown. It's much more convenient for students to live near campus, but too many apartments and cars will contribute to existing parking issues.",Link,,,4/28/16 13:11, ,1452,1452,0,2319,2319,0,34,,6,,,6,,30,36,27,6,,,29,7,,,0,0,,,,,,,2162,1316,0,0,34,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154974792474625,https://www.facebook.com/ColumbiaMissourian/posts/10154974792474625,"Kelli Smith, who drove the wrong way down Interstate 70 and killed 35-year-old Thomas Sullivan in 2012, was denied a change of venue and suppression of blood evidence. Smith's attorney argued she would not be able to gain an impartial jury after the conviction in Montgomery County. http://bit.ly/1SSZ1jp",Link,,,4/28/16 12:28, ,1813,1813,0,3123,3123,0,56,,1,,,1,,56,66,42,18,,,46,20,,,2,2,,2,,,2,,3082,1770,0,0,55,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154974615594625,https://www.facebook.com/ColumbiaMissourian/posts/10154974615594625,"The Heart of Missouri Quilters Guild members are prepping for their first show this Saturday and Sunday to benefit and recognize military veterans. The show includes raffles, displays, vendors and more. http://bit.ly/1pKrVEB",Link,,,4/28/16 11:16, ,513,513,0,817,817,0,16,,5,3,,5,3,13,24,6,11,,,7,17,,,0,0,,,,,,,653,381,0,0,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154974475389625,https://www.facebook.com/ColumbiaMissourian/posts/10154974475389625,"David Hawley affirmed his suspicion about the whereabouts of the Malta steamboat, Malta Bend's namesake, on Saturday. Hawley has scoured the Missouri River for shipwrecked steamboats for over 30 years. http://bit.ly/1QD1xCx",Link,,,4/28/16 10:11, ,5501,5501,0,9141,9141,0,202,5,51,13,5,52,15,168,249,120,67,1,,146,102,1,,5,5,,5,,,5,,4810,2734,0,0,81,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154974245549625,https://www.facebook.com/ColumbiaMissourian/posts/10154974245549625,"Missouri's softball seniors are unique personalities that make a dynamic trio. As they close out a successful season with plenty of goals still to be accomplished, they'll each be heading for pro teams this summer. http://bit.ly/1SRgKrj",Link,,,4/28/16 8:08, ,1053,1053,0,1769,1769,0,19,,7,3,,7,3,14,15,7,8,,,7,8,,,0,0,,,,,,,1579,918,0,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154973974364625,https://www.facebook.com/ColumbiaMissourian/posts/10154973974364625,Today's front page features Nixon on budget cuts; the Malta steamboat; and &quot;religious liberties&quot; bill. Check out our e-edition: http://bit.ly/1N1qr4e,Status,,,4/28/16 6:05, ,93,93,0,148,148,0,0,,,,,,,0,0,,,,,,,,,0,0,,,,,,,124,72,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154973778214625,https://www.facebook.com/ColumbiaMissourian/posts/10154973778214625,"&quot;The reason that I'm doing this work is because my generation has not done the best at protecting the world for your generation,&quot; National Geographic writer Craig Welch said. &quot;I have a young son, and I want this world to be better for him and that generation, and I'm hoping you guys can do a little bit better than I did.&quot;

He talked to an audience of 70 Wednesday night about the importance of caring for the Earth. http://bit.ly/1QBRv4K",Link,,,4/28/16 4:28, ,1311,1311,0,2075,2075,0,28,,10,2,,11,2,21,27,12,11,,,13,14,,,0,0,,,,,,,1421,893,0,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154973091069625,https://www.facebook.com/ColumbiaMissourian/posts/10154973091069625,"&quot;Racism is more like a snake,&quot; Terrell Strayhorn, a professor at Ohio State University, said. &quot;If we're going to go out into this society, we need to learn to be snake handlers.&quot; He spoke about racism and its impact in higher education to an audience of 150 Tuesday afternoon. http://bit.ly/1SLoXKt",Link,,,4/27/16 20:25, ,151,151,0,190,190,0,3,,1,,,1,,2,3,,2,,,,3,,,0,0,,,,,,,170,133,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154972954369625,https://www.facebook.com/ColumbiaMissourian/posts/10154972954369625,"A proposed &quot;religious freedom&quot; bill won't make it to the Missouri House of Representatives floor, at least for now. The bill would have provided legal protection to people or businesses denying wedding-related goods and services to same-sex couples based on “sincere religious belief.” http://bit.ly/1Uic4Kd",Link,,,4/27/16 18:28, ,2749,2749,0,4511,4511,0,149,2,49,2,2,52,2,128,162,21,115,,,23,139,,,1,1,,1,,,1,,3171,1905,0,0,113,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154972648219625,https://www.facebook.com/ColumbiaMissourian/posts/10154972648219625,The 2017 higher education budget marks the fourth time Gov. Jay Nixon has frozen college tuition since he took office in 2009. http://bit.ly/1rivFyB,Link,,,4/27/16 15:12, ,1138,1138,0,1793,1793,0,28,,2,1,,2,1,26,29,18,9,,,19,10,,,0,0,,,,,,,1713,1063,0,0,28,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154972584489625,https://www.facebook.com/ColumbiaMissourian/posts/10154972584489625,"Some might say racism is the &quot;elephant in the room.&quot; Terrell Strayhdorn thinks of racism as more like a snake. &quot;If we're going to go out into this society, we need to learn to be snake handlers,&quot; Strayhorn said. http://bit.ly/1qUBLVv",Link,,,4/27/16 14:30, ,384,384,0,582,582,0,6,,1,,,1,,5,10,1,5,,,1,9,,,0,0,,,,,,,533,348,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154972458979625,https://www.facebook.com/ColumbiaMissourian/posts/10154972458979625,"MU baseball coach Tim Jamieson admitted this season has been rough, but things are looking up for the Tigers after their 17-9 win over Missouri State on Tuesday night. http://bit.ly/1NU373i",Link,,,4/27/16 13:15, ,191,191,0,296,296,0,3,,1,,,1,,2,3,1,1,,,1,2,,,0,0,,,,,,,278,173,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154972346454625,https://www.facebook.com/ColumbiaMissourian/posts/10154972346454625,"Columbia Public School teachers may be looking at a roughly 5 percent pay increase and more flexibility for time off. If this contract passes, the increase would end a salary freeze that started in the 2008-09 school year. http://bit.ly/1NTxHtI",Link,,,4/27/16 12:15, ,1567,1567,0,2587,2587,0,43,,15,1,,15,1,33,41,16,19,,,16,25,,,0,0,,,,,,,1956,1147,0,0,36,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154972213029625,https://www.facebook.com/ColumbiaMissourian/posts/10154972213029625,UPDATE: Three men were arrested under suspicion of first-degree assault and armed criminal action on Monday after two unrelated shootings left one dead and three injured. http://bit.ly/1QAxWK3,Link,,,4/27/16 11:06, ,1218,1218,0,2241,2241,0,34,,,,,,,34,36,30,5,,,31,5,,,1,1,,1,,,1,,2227,1200,0,0,34,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154972118064625,https://www.facebook.com/ColumbiaMissourian/posts/10154972118064625,"After one year at MU, director of athletics Mack Rhoades reflects on the success and hardships of various MU athletic programs. http://bit.ly/1NTncXl",Link,,,4/27/16 10:30, ,773,773,0,1248,1248,0,8,,1,,,1,,7,7,5,2,,,5,2,,,0,0,,,,,,,1229,759,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154971816794625,https://www.facebook.com/ColumbiaMissourian/posts/10154971816794625,"For almost 11 years, Wil Ross has been a part of the Hickman soccer program, including playing for the Kewpies for 4 seasons. He is looking to continue this trend for many years to come, as he now serves as the coach for both the boys and girls teams. http://bit.ly/1Szrrtm",Link,,,4/27/16 8:03, ,1150,1150,0,1857,1857,0,13,,2,,,2,,13,16,13,2,,,13,3,,,0,0,,,,,,,1813,1115,0,0,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154971597659625,https://www.facebook.com/ColumbiaMissourian/posts/10154971597659625:0,"Today's front page features April showers, rezoning hearing for new Hillel housing, shootings in Columbia, and the state Ethics Commission. Our e-edition: http://bit.ly/1rgOD91",Photo,,,4/27/16 6:05, ,1615,1615,0,4256,4256,0,4,,,,,,,4,6,,1,3,,,1,5,,0,0,,,,,,,4241,1597,0,0,4,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154971455884625,https://www.facebook.com/ColumbiaMissourian/posts/10154971455884625,"Mizzou Hillel has plans to tear down its current building and develop an apartment building with a space for the center in its place. The group, along with a development company, will have its first rezoning hearing with the city council May 5. http://bit.ly/1rgIUzV",Link,,,4/27/16 4:31, ,4097,4097,0,6750,6750,0,232,11,10,5,11,10,5,227,301,85,168,,,86,215,,,4,8,,4,,,8,,4737,2847,0,0,169,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154970714779625,https://www.facebook.com/ColumbiaMissourian/posts/10154970714779625,Terrell Strayhorn described the topic of race as the &quot;snake in the room&quot; rather than an elephant because &quot;everybody loves elephants.&quot; Strayhorn is a professor at Ohio State University and spoke on MU's campus today about the obstacles facing minority students in college. http://bit.ly/1rgDgxy,Link,,,4/26/16 20:05, ,1675,1675,0,2745,2745,0,32,,2,,,2,,30,35,22,9,,,22,13,,,1,1,,1,,,1,,2701,1639,0,0,32,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154970511084625,https://www.facebook.com/ColumbiaMissourian/posts/10154970511084625,"The Missouri Senate approved a measure that would exempt some farm data, such as tracking animal diseases, from the state's open-records law. Supporters say the exemptions protect privacy, while critics say this approval raises concerns on governmental transparency. 
http://bit.ly/1VQSRB2",Link,,,4/26/16 18:02, ,841,841,0,1383,1383,0,11,,,,,,,11,14,4,8,,,5,9,,,0,0,,,,,,,1368,823,0,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154970295264625,https://www.facebook.com/ColumbiaMissourian/videos/10154970295264625/,PHOTO GALLERY: Missourian photographer Mike Krebs captured Tuesday's thunderstorm on film. http://bit.ly/1rgkt5G,Video,,,4/26/16 16:05, ,2382,2382,0,6322,6322,0,101,,10,,,10,,97,137,5,74,3,46,5,78,6,45,0,0,,,,,,,6058,2175,0,0,94,3967,505,493,0,0,3967,0.7717,1,0.9873,0.9728,0.8913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,534,0,0
138832254624_10154970096079625,https://www.facebook.com/ColumbiaMissourian/posts/10154970096079625,"Feral hogs are located in 35 counties across the southern part of the state. Wildlife management chief Joel Porath talks about the problems the hogs pose for Missouri's forests and how state authorities are working to control the hog's population. 
http://bit.ly/1NQaKrl",Link,,,4/26/16 14:04, ,1501,1501,0,2619,2619,0,19,,1,,,1,,18,22,10,10,,,10,12,,,0,0,,,,,,,2560,1460,0,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154970060094625,https://www.facebook.com/ColumbiaMissourian/posts/10154970060094625,"Mizzou Softball beat Texas A&amp;M Softball 7-1 on Monday, securing the Tigers' first SEC series sweep this season. The Tigers' next two games are a doubleheader at Southeast Missouri State on Wednesday. http://bit.ly/1rfGm4Y",Link,,,4/26/16 13:38, ,111,111,0,172,172,0,4,,,,,,,4,6,2,3,,,2,4,,,0,0,,,,,,,146,87,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154969936474625,https://www.facebook.com/ColumbiaMissourian/posts/10154969936474625,"Jason Kander, Missouri Secretary of State and U.S. Senate candidate, offered solutions to the student debt problem: ensuring that students could refinance educational loans and capping interest rates on federal student loans.",Link,,,4/26/16 12:33, ,1501,1501,0,2574,2574,0,57,1,18,2,1,19,2,46,62,13,35,,,15,47,,,0,0,,,,,,,1690,1038,0,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154969762139625,https://www.facebook.com/ColumbiaMissourian/posts/10154969762139625,"Do you have any expired, unused or unwanted prescription drugs? This Friday and Saturday the Youth Community Coalition will take them at various locations and give them to the Drug Enforcement Agency for proper disposal. http://bit.ly/1QyL7Lr",Link,,,4/26/16 11:28, ,661,661,0,1097,1097,0,10,1,,,1,,,10,13,4,9,,,4,9,,,0,0,,,,,,,1077,643,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154969687739625,https://www.facebook.com/ColumbiaMissourian/posts/10154969687739625,"Saddened by the passing of Prince, Carl Kenney reflects on the life Prince led and the legacy he has left behind. Kenney says Prince challenged gender roles, race and spirituality. http://bit.ly/1SHOWCw",Link,,,4/26/16 10:45, ,1571,1571,0,2589,2589,0,24,1,8,,3,8,,21,36,11,13,,,12,24,,,3,3,,3,,,3,,2370,1424,0,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154969547569625,https://www.facebook.com/ColumbiaMissourian/posts/10154969547569625,"Missouri is trying to find solutions to the insufficient health care issue in rural areas. One of the programs that has been put in place is the Missouri Telehealth Network, which uses video conferencing to connect rural patients to specialty doctors.",Link,,,4/26/16 9:37, ,1107,1107,0,1851,1851,0,11,,2,,,2,,9,14,6,4,,,7,7,,,0,0,,,,,,,1803,1069,0,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154969357129625,https://www.facebook.com/ColumbiaMissourian/posts/10154969357129625,City staff are looking into a new hybrid option for southwest Columbia's transmission project. City Council will discuss options for the powerline project at a work session on May 16. http://bit.ly/1QxTLdc,Link,,,4/26/16 8:06, ,958,958,0,1608,1608,0,19,,,,,,,19,22,18,1,,,19,3,,,1,1,,1,,,1,,1590,939,0,0,19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154969254749625,https://www.facebook.com/ColumbiaMissourian/videos/10154969254749625/,"Severe weather is headed our way. Missourian editor John Schneller breaks down what to expect from the storms headed our way, including possible hail, in this quick video.",Video,,,4/26/16 7:11, ,4120,4120,0,10667,10667,0,219,5,23,4,5,25,4,214,291,1,202,2,34,1,249,5,36,1,1,,1,,,1,,9165,3182,0,0,183,16843,132,132,0,0,61695,0.6761,1,0.9897,0.7773,0.5885,0.4494,0.3578,0.3041,0.2678,0.237,0.2204,0.2054,0.1935,0.1856,0.1722,0.1698,0.1651,0.1572,0.1556,0.1524,0.1517,0.1469,0.1438,0.1422,0.1374,0.1359,0.1319,0.1272,0.1272,0.1248,0.1216,0.1169,0.1161,0.1137,0.1082,0.1066,0.1058,0.1043,0.1043,0.1019,0.0237,1292,1223,0,0
138832254624_10154969116419625,https://www.facebook.com/ColumbiaMissourian/posts/10154969116419625:0,"Today's front page features a recently discovered 95-year-old Navy tugboat, college affordability, the Nauser recall vote, and a hybrid plan for a transmission line. Our e-edition: http://bit.ly/1QxY5t8",Photo,,,4/26/16 6:00, ,1591,1591,0,4526,4526,0,7,,,,,,,7,12,,3,4,,,6,6,,0,0,,,,,,,4510,1571,0,0,7,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
